,Cargo Metric TONS
198,-79.399090606295
199,230.725909393705
200,282.952471893705
201,286.671221893705
202,163.335284393705
203,105.311846893705
204,257.436846893705
205,203.452471893705
206,327.108721893705
207,262.632159393705
208,68.694659393705
209,68.225909393705
210,566.358721893705
211,-18.438153106295005
212,294.671221893705
213,49.413409393704995
214,315.014971893705
215,184.975909393705
216,481.038409393705
217,428.514971893705
218,122.989581268705
219,3.3899718937049954
220,144.233721893705
221,23.608721893704995
222,101.944659393705
223,52.163409393704995
224,275.054034393705
225,161.014971893705
226,106.436846893705
227,94.975909393705
228,334.124346893705
229,14.389971893704995
230,644.858721893705
231,329.585284393705
232,255.116534393705
233,32.921221893704995
234,235.819659393705
235,75.100909393705
236,33.538409393704995
237,133.614581268705
238,541.608721893705
239,202.202471893705
240,-82.266278106295
241,391.983721893705
242,359.645831268705
243,77.124346893705
244,262.427081268705
245,217.788409393705
246,168.233721893705
247,41.546221893704995
248,60.038409393704995
249,76.139971893705
250,135.718096893705
251,272.210284393705
252,228.382159393705
253,79.561846893705
254,4.208331268704995
255,145.083331268705
256,337.100909393705
257,307.866534393705
258,181.186846893705
259,38.171221893704995
260,74.202471893705
261,63.850909393704995
262,66.147784393705
263,274.788409393705
264,238.554034393705
265,194.983721893705
266,184.382159393705
267,214.989581268705
268,15.999346893704995
269,335.077471893705
270,121.608721893705
271,227.429034393705
272,31.788409393704995
273,50.046221893704995
274,181.616534393705
275,555.739581268705
276,83.989581268705
277,237.093096893705
278,130.639971893705
279,239.882159393705
280,263.327471893705
281,220.483721893705
282,199.858721893705
283,114.038409393705
284,361.936846893705
285,233.311846893705
286,260.163409393705
287,273.311846893705
288,169.647784393705
289,371.749346893705
290,417.296221893705
291,290.671221893705
292,45.702471893704995
293,212.468096893705
294,74.819659393705
295,473.975909393705
296,116.475909393705
297,189.514971893705
298,475.882159393705
299,34.358721893704995
300,224.132159393705
301,299.179034393705
302,230.436846893705
303,379.835284393705
304,335.171221893705
305,294.389971893705
306,352.163409393705
307,281.389971893705
308,329.639971893705
309,24.975909393704995
310,316.632159393705
311,265.264971893705
312,125.177081268705
313,558.624346893705
314,155.421221893705
315,76.319659393705
316,258.927081268705
317,167.241534393705
318,67.514971893705
319,287.671221893705
320,399.927081268705
321,186.429034393705
322,312.077471893705
323,290.639971893705
324,62.444659393704995
325,-55.078778106295005
326,143.077471893705
327,327.889971893705
328,372.288409393705
329,251.452471893705
330,-35.805340606295005
331,333.389971893705
332,306.046221893705
333,648.577471893705
334,228.780596893705
335,365.350909393705
336,-17.635418731295005
337,140.788409393705
338,158.468096893705
339,543.608721893705
340,300.561846893705
341,245.302081268705
342,231.677081268705
343,73.983721893705
344,33.202471893704995
345,38.171221893704995
346,52.046221893704995
347,576.600909393705
348,-110.391278106295
349,-2.2037781062950046
350,259.889971893705
351,331.739581268705
352,220.489581268705
353,430.960284393705
354,534.302081268705
355,18.639971893704995
356,200.639971893705
357,316.132159393705
358,451.757159393705
359,387.030596893705
360,497.327471893705
361,419.452471893705
362,234.264971893705
363,629.733721893705
364,66.038409393705
365,255.936846893705
366,484.600909393705
367,25.007159393704995
368,184.921221893705
369,320.171221893705
370,307.014971893705
371,609.671221893705
372,-1.6412781062950046
373,143.569659393705
374,290.843096893705
375,321.108721893705
376,33.264971893704995
377,151.124346893705
378,89.421221893705
379,105.296221893705
380,151.108721893705
381,29.677081268704995
382,634.538409393705
383,314.608721893705
384,223.241534393705
385,82.452471893705
386,126.421221893705
387,292.866534393705
388,338.749346893705
389,519.975909393705
390,-67.055340606295
391,323.772784393705
392,63.491534393704995
393,312.077471893705
394,85.827471893705
395,423.739581268705
396,-32.172528106295005
397,6.608721893704995
398,125.624346893705
399,251.468096893705
400,311.147784393705
401,114.864581268705
402,282.280596893705
403,42.452471893704995
404,87.671221893705
405,509.694659393705
406,252.764971893705
407,239.139971893705
408,-59.438153106295005
409,303.702471893705
410,93.014971893705
411,260.163409393705
412,41.296221893704995
413,263.108721893705
414,530.538409393705
415,279.389971893705
416,51.116534393704995
417,275.639971893705
418,292.507159393705
419,291.554034393705
420,374.413409393705
421,374.929034393705
422,-31.399090606295005
423,244.897784393705
424,300.132159393705
425,227.389971893705
426,361.530596893705
427,652.483721893705
428,156.655596893705
429,-155.367840606295
430,250.764971893705
431,7.819659393704995
432,246.389971893705
433,355.108721893705
434,62.608721893704995
435,396.171221893705
436,405.530596893705
437,99.866534393705
438,30.858721893704995
439,329.577471893705
440,593.264971893705
441,185.780596893705
442,221.796221893705
443,69.929034393705
444,305.202471893705
445,110.054034393705
446,255.483721893705
447,330.436846893705
448,228.491534393705
449,-5.125653106295005
450,187.952471893705
451,247.913409393705
452,35.179034393704995
453,283.514971893705
454,159.100909393705
455,233.022784393705
456,358.139971893705
457,-27.133465606295005
458,122.538409393705
459,91.671221893705
460,-31.094403106295005
461,330.436846893705
462,345.436846893705
463,69.302081268705
464,329.124346893705
465,128.350909393705
466,23.639971893704995
467,48.686846893704995
468,66.889971893705
469,159.804034393705
470,291.554034393705
471,235.264971893705
472,459.452471893705
473,-1.2291687312950046
474,92.921221893705
475,93.530596893705
476,251.936846893705
477,217.311846893705
478,290.639971893705
479,457.600909393705
480,75.358721893705
481,317.733721893705
482,118.358721893705
483,18.577471893704995
484,92.749346893705
485,228.319659393705
486,76.319659393705
487,537.858721893705
488,230.725909393705
489,-1.6412781062950046
490,306.677081268705
491,-56.110028106295005
492,316.132159393705
493,238.444659393705
494,502.718096893705
495,54.358721893704995
496,295.093096893705
497,402.405596893705
498,31.733721893704995
499,422.374346893705
500,6.171221893704995
501,501.468096893705
502,77.218096893705
503,247.429034393705
504,243.733721893705
505,82.483721893705
506,418.913409393705
507,10.429034393704995
508,363.077471893705
509,486.374346893705
510,0.9446593937049954
511,258.257159393705
512,530.608721893705
513,302.389971893705
514,367.788409393705
515,253.155596893705
516,273.850909393705
517,550.210284393705
518,57.452471893704995
519,37.022784393704995
520,93.514971893705
521,575.608721893705
522,237.507159393705
523,230.975909393705
524,367.608721893705
525,35.069659393704995
526,612.530596893705
527,215.093096893705
528,158.296221893705
529,477.733721893705
530,154.593096893705
531,548.319659393705
532,149.389971893705
533,252.452471893705
534,533.194659393705
535,270.114581268705
536,352.163409393705
537,210.889971893705
538,220.788409393705
539,116.350909393705
540,54.929034393704995
541,150.194659393705
542,26.514971893704995
543,125.577471893705
544,168.077471893705
545,308.569659393705
546,463.694659393705
547,133.507159393705
548,115.561846893705
549,73.663409393705
550,223.725909393705
551,371.694659393705
552,12.343096893704995
553,226.014971893705
554,53.163409393704995
555,256.108721893705
556,103.272784393705
557,87.233721893705
558,-50.860028106295005
559,126.882159393705
560,42.702471893704995
561,252.499346893705
562,86.624346893705
563,211.499346893705
564,291.858721893705
565,273.850909393705
566,256.593096893705
567,284.296221893705
568,269.171221893705
569,73.663409393705
570,311.913409393705
571,129.100909393705
572,140.577471893705
573,206.608721893705
574,12.600909393704995
575,178.007159393705
576,152.483721893705
577,316.741534393705
578,252.614581268705
579,295.093096893705
580,7.046221893704995
581,-56.430340606295005
582,227.124346893705
583,412.108721893705
584,145.569659393705
585,-35.281903106295005
586,-55.641278106295005
587,106.436846893705
588,243.374346893705
589,235.108721893705
590,90.429034393705
591,630.038409393705
592,159.850909393705
593,252.538409393705
594,270.600909393705
595,-7.000653106295005
596,172.171221893705
597,371.358721893705
598,103.608721893705
599,268.788409393705
600,215.093096893705
601,13.999346893704995
602,292.552081268705
603,146.608721893705
604,-4.305340606295005
605,318.788409393705
606,513.897784393705
607,45.889971893704995
608,-0.6178406062950046
609,131.546221893705
610,567.882159393705
611,82.177081268705
612,270.655596893705
613,278.796221893705
614,230.304034393705
615,345.436846893705
616,112.264971893705
617,339.202471893705
618,591.708331268705
619,312.639971893705
620,-31.289715606295005
621,260.702471893705
622,327.452471893705
623,466.757159393705
624,39.725909393704995
625,21.921221893704995
626,139.436846893705
627,314.233721893705
628,52.702471893704995
629,-70.635418731295
630,51.436846893704995
631,354.319659393705
632,148.639971893705
633,170.382159393705
634,577.499346893705
635,60.514971893704995
636,354.429034393705
637,542.311846893705
638,50.858721893704995
639,232.171221893705
640,225.647784393705
641,291.366534393705
642,183.139971893705
643,343.171221893705
644,267.530596893705
645,259.757159393705
646,693.389971893705
647,-50.688153106295005
648,442.796221893705
649,293.077471893705
650,74.225909393705
651,259.991534393705
652,319.389971893705
653,97.499346893705
654,573.593096893705
655,532.186846893705
656,140.319659393705
657,379.835284393705
658,-52.953778106295005
659,32.327471893704995
660,120.718096893705
661,282.975909393705
662,591.708331268705
663,315.186846893705
664,-93.391278106295
665,191.114581268705
666,171.020831268705
667,11.327471893704995
668,359.530596893705
669,318.194659393705
670,498.788409393705
671,-64.453778106295
672,228.788409393705
673,174.452471893705
674,101.343096893705
675,184.639971893705
676,21.194659393704995
677,367.046221893705
678,53.702471893704995
679,320.725909393705
680,231.858721893705
681,373.108721893705
682,234.749346893705
683,52.382159393704995
684,258.264971893705
685,284.296221893705
686,26.671221893704995
687,275.819659393705
688,368.600909393705
689,294.757159393705
690,190.468096893705
691,634.155596893705
692,78.382159393705
693,352.163409393705
694,-45.414715606295005
695,9.382159393704995
696,346.139971893705
697,268.679034393705
698,177.889971893705
699,-3.6490906062950046
700,-25.930340606295005
701,227.288409393705
702,48.850909393704995
703,280.124346893705
704,144.507159393705
705,88.593096893705
706,260.913409393705
707,48.850909393704995
708,616.929034393705
709,191.225909393705
710,-12.375653106295005
711,374.350909393705
712,62.327471893704995
713,49.389971893704995
714,85.671221893705
715,354.679034393705
716,47.186846893704995
717,494.491534393705
718,302.280596893705
719,79.624346893705
720,357.796221893705
721,286.249346893705
722,125.952471893705
723,382.608721893705
724,242.436846893705
725,249.014971893705
726,54.608721893704995
727,633.999346893705
728,495.405596893705
729,129.171221893705
730,174.210284393705
731,33.225909393704995
732,262.647784393705
733,62.436846893704995
734,32.483721893704995
735,156.020831268705
736,170.491534393705
737,293.616534393705
738,403.436846893705
739,262.561846893705
740,-75.461590606295
741,10.958331268704995
742,79.452471893705
743,350.927081268705
744,-92.641278106295
745,355.358721893705
746,242.436846893705
747,28.757159393704995
748,210.507159393705
749,97.499346893705
750,401.194659393705
751,287.725909393705
752,-17.063153106295005
753,239.186846893705
754,22.944659393704995
755,11.022784393704995
756,537.296221893705
757,278.358721893705
758,378.952471893705
759,335.819659393705
760,-25.930340606295005
761,357.389971893705
762,192.458331268705
763,249.280596893705
764,125.733721893705
765,327.889971893705
766,316.186846893705
767,78.975909393705
768,236.389971893705
769,101.780596893705
770,81.145831268705
771,272.132159393705
772,76.507159393705
773,77.444659393705
774,188.499346893705
775,110.100909393705
776,379.177081268705
777,177.350909393705
778,626.913409393705
779,-59.711590606295005
780,340.108721893705
781,320.171221893705
782,63.499346893704995
783,262.319659393705
784,181.671221893705
785,152.202471893705
786,-135.625653106295
787,293.077471893705
788,533.733721893705
789,361.944659393705
790,-16.354168731295005
791,157.350909393705
792,149.866534393705
793,379.241534393705
794,337.983721893705
795,394.389971893705
796,84.427081268705
797,309.280596893705
798,167.960284393705
799,514.833331268705
800,528.046221893705
801,-80.000653106295
802,41.546221893704995
803,220.139971893705
804,94.311846893705
805,563.382159393705
806,331.249346893705
807,182.046221893705
808,358.327471893705
809,89.749346893705
810,379.770831268705
811,362.655596893705
812,169.452471893705
813,379.725909393705
814,-3.2506531062950046
815,331.077471893705
816,286.835284393705
817,293.327471893705
818,204.710284393705
819,299.233721893705
820,645.145831268705
821,334.858721893705
822,51.413409393704995
823,51.921221893704995
824,282.413409393705
825,301.741534393705
826,85.827471893705
827,243.108721893705
828,174.210284393705
829,504.663409393705
830,184.921221893705
831,103.741534393705
832,361.233721893705
833,167.866534393705
834,16.788409393704995
835,305.202471893705
836,335.905596893705
837,147.288409393705
838,130.561846893705
839,251.741534393705
840,127.108721893705
841,362.546221893705
842,316.179034393705
843,531.952471893705
844,51.413409393704995
845,-62.164715606295005
846,623.952471893705
847,555.757159393705
848,157.788409393705
849,297.343096893705
850,274.889971893705
851,99.819659393705
852,30.296221893704995
853,596.624346893705
854,626.429034393705
855,64.718096893705
856,391.179034393705
857,245.819659393705
858,243.194659393705
859,556.577471893705
860,168.827471893705
861,586.022784393705
862,174.546221893705
863,345.436846893705
864,228.132159393705
865,20.077471893704995
866,267.489581268705
867,72.764971893705
868,349.520831268705
869,282.366534393705
870,287.671221893705
871,139.264971893705
872,298.499346893705
873,29.452471893704995
874,65.452471893705
875,233.952471893705
876,-12.172528106295005
877,84.577471893705
878,295.374346893705
879,215.132159393705
880,428.436846893705
881,57.139971893704995
882,387.124346893705
883,282.552081268705
884,565.975909393705
885,113.514971893705
886,319.171221893705
887,385.327471893705
888,346.100909393705
889,426.843096893705
890,185.186846893705
891,230.304034393705
892,232.327471893705
893,358.327471893705
894,125.882159393705
895,1.2571593937049954
896,-89.735028106295
897,23.850909393704995
898,186.288409393705
899,65.014971893705
900,197.864581268705
901,-7.164715606295005
902,-94.492840606295
903,274.311846893705
904,537.733721893705
905,611.975909393705
906,72.764971893705
907,28.302081268704995
908,315.202471893705
909,123.725909393705
910,239.811846893705
911,13.171221893704995
912,468.132159393705
913,382.718096893705
914,216.616534393705
915,68.991534393705
916,275.850909393705
917,336.077471893705
918,47.358721893704995
919,248.085284393705
920,404.389971893705
921,501.288409393705
922,494.882159393705
923,489.069659393705
924,488.171221893705
925,317.647784393705
926,182.866534393705
927,-164.547528106295
928,128.554034393705
929,399.975909393705
930,419.452471893705
931,125.671221893705
932,120.764971893705
933,636.655596893705
934,74.202471893705
935,195.889971893705
936,0.4134093937049954
937,-26.024090606295005
938,262.632159393705
939,589.952471893705
940,202.936846893705
941,-30.492840606295005
942,242.124346893705
943,237.483721893705
944,363.077471893705
945,239.608721893705
946,-21.883465606295005
947,-55.875653106295005
948,83.757159393705
949,281.202471893705
950,220.874346893705
951,104.686846893705
952,100.952471893705
953,514.233721893705
954,245.850909393705
955,281.014971893705
956,18.679034393704995
957,247.429034393705
958,349.007159393705
959,45.327471893704995
960,637.593096893705
961,174.145831268705
962,112.850909393705
963,11.327471893704995
964,654.679034393705
965,-30.531903106295005
966,601.694659393705
967,231.677081268705
968,401.194659393705
969,519.194659393705
970,21.733721893704995
971,275.929034393705
972,69.296221893705
973,42.139971893704995
974,118.124346893705
975,248.616534393705
976,309.257159393705
977,106.999346893705
978,164.639971893705
979,509.546221893705
980,468.421221893705
981,269.944659393705
982,537.296221893705
983,165.304034393705
984,-1.8990906062950046
985,197.864581268705
986,179.421221893705
987,326.405596893705
988,456.194659393705
989,64.499346893705
990,79.085284393705
991,285.257159393705
992,0.2571593937049954
993,288.264971893705
994,-45.977215606295005
995,-57.492840606295005
996,613.958331268705
997,66.147784393705
998,-45.524090606295005
999,371.757159393705
1000,95.358721893705
1001,142.788409393705
1002,273.311846893705
1003,128.921221893705
1004,166.663409393705
1005,87.421221893705
1006,644.264971893705
1007,270.577471893705
1008,138.796221893705
1009,141.022784393705
1010,95.702471893705
1011,8.663409393704995
1012,222.819659393705
1013,7.739581268704995
1014,187.569659393705
1015,294.358721893705
1016,36.327471893704995
1017,98.975909393705
1018,78.921221893705
1019,42.718096893704995
1020,-7.664715606295005
1021,19.796221893704995
1022,302.788409393705
1023,319.061846893705
1024,79.052081268705
1025,501.780596893705
1026,247.327471893705
1027,173.145831268705
1028,14.874346893704995
1029,419.270831268705
1030,30.499346893704995
1031,291.358721893705
1032,530.608721893705
1033,519.788409393705
1034,-8.891278106295005
1035,62.249346893704995
1036,346.304034393705
1037,325.163409393705
1038,47.374346893704995
1039,267.429034393705
1040,6.296221893704995
1041,328.546221893705
1042,321.311846893705
1043,212.718096893705
1044,-41.447918731295005
1045,101.132159393705
1046,125.194659393705
1047,262.358721893705
1048,131.014971893705
1049,406.233721893705
1050,53.882159393704995
1051,235.843096893705
1052,575.077471893705
1053,226.530596893705
1054,459.952471893705
1055,36.077471893704995
1056,497.139971893705
1057,364.772784393705
1058,158.139971893705
1059,-18.305340606295005
1060,292.718096893705
1061,311.225909393705
1062,301.069659393705
1063,158.139971893705
1064,319.827471893705
1065,151.108721893705
1066,74.358721893705
1067,295.983721893705
1068,179.624346893705
1069,281.014971893705
1070,94.083331268705
1071,340.046221893705
1072,225.614581268705
1073,232.358721893705
1074,-57.914715606295005
1075,340.677081268705
1076,290.671221893705
1077,-101.289715606295
1078,18.639971893704995
1079,123.895831268705
1080,297.327471893705
1081,23.593096893704995
1082,251.632159393705
1083,258.139971893705
1084,113.983721893705
1085,159.741534393705
1086,239.319659393705
1087,611.788409393705
1088,302.389971893705
1089,230.194659393705
1090,31.895831268704995
1091,149.139971893705
1092,3.0462218937049954
1093,221.796221893705
1094,442.124346893705
1095,97.927081268705
1096,412.983721893705
1097,343.936846893705
1098,42.702471893704995
1099,311.913409393705
1100,190.382159393705
1101,346.139971893705
1102,299.983721893705
1103,41.882159393704995
1104,312.139971893705
1105,-2.8287781062950046
1106,40.530596893704995
1107,21.444659393704995
1108,178.280596893705
1109,15.444659393704995
1110,-105.541668731295
1111,261.452471893705
1112,-56.078778106295005
1113,556.577471893705
1114,202.054034393705
1115,310.100909393705
1116,101.343096893705
1117,355.296221893705
1118,355.436846893705
1119,73.632159393705
1120,202.054034393705
1121,247.319659393705
1122,151.124346893705
1123,374.413409393705
1124,305.671221893705
1125,55.038409393704995
1126,6.280596893704995
1127,312.452471893705
1128,281.421221893705
1129,104.780596893705
1130,140.421221893705
1131,170.382159393705
1132,234.770831268705
1133,275.702471893705
1134,155.429034393705
1135,287.249346893705
1136,586.882159393705
1137,116.405596893705
1138,269.944659393705
1139,223.186846893705
1140,44.802081268704995
1141,199.968096893705
1142,430.850909393705
1143,265.889971893705
1144,274.202471893705
1145,544.139971893705
1146,-36.594403106295005
1147,339.296221893705
1148,203.452471893705
1149,259.757159393705
1150,63.296221893704995
1151,216.616534393705
1152,390.007159393705
1153,348.296221893705
1154,39.335284393704995
1155,-69.711590606295
1156,367.663409393705
1157,75.546221893705
1158,-4.305340606295005
1159,295.093096893705
1160,376.296221893705
1161,212.718096893705
1162,333.046221893705
1163,291.233721893705
1164,376.296221893705
1165,380.468096893705
1166,33.366534393704995
1167,71.171221893705
1168,219.921221893705
1169,331.530596893705
1170,320.866534393705
1171,216.569659393705
1172,158.302081268705
1173,333.944659393705
1174,-138.930340606295
1175,127.069659393705
1176,201.397784393705
1177,320.757159393705
1178,146.077471893705
1179,-184.899090606295
1180,295.093096893705
1181,62.132159393704995
1182,62.249346893704995
1183,299.179034393705
1184,346.889971893705
1185,7.608721893704995
1186,196.936846893705
1187,669.499346893705
1188,238.202471893705
1189,-20.570965606295005
1190,386.811846893705
1191,203.233721893705
1192,390.475909393705
1193,562.679034393705
1194,4.327471893704995
1195,-62.266278106295005
1196,669.733721893705
1197,28.927081268704995
1198,128.561846893705
1199,633.944659393705
1200,346.343096893705
1201,279.952471893705
1202,180.718096893705
1203,329.270831268705
1204,53.677081268704995
1205,252.614581268705
1206,575.007159393705
1207,615.358721893705
1208,513.077471893705
1209,109.944659393705
1210,235.046221893705
1211,44.139971893704995
1212,294.421221893705
1213,3.9680968937049954
1214,281.202471893705
1215,340.046221893705
1216,88.264971893705
1217,176.116534393705
1218,99.802081268705
1219,390.546221893705
1220,343.436846893705
1221,312.139971893705
1222,106.741534393705
1223,247.788409393705
1224,345.655596893705
1225,250.677081268705
1226,31.733721893704995
1227,139.632159393705
1228,218.132159393705
1229,-88.766278106295
1230,227.319659393705
1231,0.7337218937049954
1232,262.569659393705
1233,-13.766278106295005
1234,139.171221893705
1235,78.921221893705
1236,510.546221893705
1237,456.077471893705
1238,293.257159393705
1239,522.827471893705
1240,125.389971893705
1241,403.436846893705
1242,158.741534393705
1243,306.046221893705
1244,114.975909393705
1245,258.554034393705
1246,274.897784393705
1247,159.679034393705
1248,46.843096893704995
1249,501.468096893705
1250,114.239581268705
1251,476.389971893705
1252,355.108721893705
1253,37.100909393704995
1254,250.741534393705
1255,227.780596893705
1256,215.421221893705
1257,177.577471893705
1258,416.249346893705
1259,-114.172528106295
1260,325.163409393705
1261,383.554034393705
1262,296.171221893705
1263,17.163409393704995
1264,344.468096893705
1265,1.8274718937049954
1266,-73.508465606295
1267,499.708331268705
1268,80.452471893705
1269,354.679034393705
1270,1.9915343937049954
1271,45.350909393704995
1272,70.764971893705
1273,73.358721893705
1274,277.710284393705
1275,346.350909393705
1276,265.288409393705
1277,259.694659393705
1278,20.225909393704995
1279,365.139971893705
1280,195.983721893705
1281,-76.055340606295
1282,239.991534393705
1283,321.108721893705
1284,32.491534393704995
1285,83.077471893705
1286,213.718096893705
1287,82.632159393705
1288,293.327471893705
1289,246.038409393705
1290,129.171221893705
1291,14.382159393704995
1292,556.577471893705
1293,678.499346893705
1294,586.421221893705
1295,191.177081268705
1296,268.614581268705
1297,557.358721893705
1298,233.311846893705
1299,203.171221893705
1300,399.077471893705
1301,154.327471893705
1302,287.725909393705
1303,322.989581268705
1304,220.014971893705
1305,249.788409393705
1306,101.514971893705
1307,31.427081268704995
1308,85.833331268705
1309,114.600909393705
1310,306.264971893705
1311,491.264971893705
1312,177.350909393705
1313,47.983721893704995
1314,173.358721893705
1315,24.975909393704995
1316,364.179034393705
1317,131.686846893705
1318,224.061846893705
1319,630.038409393705
1320,-61.635418731295005
1321,16.864581268704995
1322,354.429034393705
1323,347.593096893705
1324,-73.586590606295
1325,-99.110028106295
1326,198.733721893705
1327,69.429034393705
1328,43.897784393704995
1329,55.593096893704995
1330,158.991534393705
1331,85.921221893705
1332,112.960284393705
1333,279.389971893705
1334,612.327471893705
1335,211.663409393705
1336,291.858721893705
1337,117.655596893705
1338,270.999346893705
1339,230.194659393705
1340,130.561846893705
1341,397.671221893705
1342,569.264971893705
1343,232.358721893705
1344,266.452471893705
1345,82.913409393705
1346,586.491534393705
1347,309.257159393705
1348,464.405596893705
1349,184.889971893705
1350,317.647784393705
1351,142.679034393705
1352,176.054034393705
1353,69.333331268705
1354,155.725909393705
1355,61.733721893704995
1356,110.038409393705
1357,111.452471893705
1358,343.764971893705
1359,171.718096893705
1360,275.819659393705
1361,221.327471893705
1362,297.514971893705
1363,383.614581268705
1364,-33.047528106295005
1365,195.889971893705
1366,245.671221893705
1367,243.489581268705
1368,55.975909393704995
1369,22.864581268704995
1370,-28.828778106295005
1371,37.639971893704995
1372,275.218096893705
1373,75.895831268705
1374,289.202471893705
1375,654.608721893705
1376,262.358721893705
1377,118.702471893705
1378,257.296221893705
1379,-64.547528106295
1380,397.671221893705
1381,30.389971893704995
1382,261.833331268705
1383,200.069659393705
1384,121.749346893705
1385,268.788409393705
1386,12.827471893704995
1387,281.514971893705
1388,-16.688153106295005
1389,107.374346893705
1390,272.208331268705
1391,101.343096893705
1392,211.819659393705
1393,163.311846893705
1394,392.429034393705
1395,258.257159393705
1396,258.436846893705
1397,262.632159393705
1398,167.546221893705
1399,275.046221893705
1400,288.311846893705
1401,296.171221893705
1402,205.046221893705
1403,586.264971893705
1404,179.671221893705
1405,96.889971893705
1406,387.030596893705
1407,199.975909393705
1408,349.546221893705
1409,395.085284393705
1410,330.546221893705
1411,329.733721893705
1412,-41.447918731295005
1413,221.069659393705
1414,292.552081268705
1415,185.489581268705
1416,148.561846893705
1417,247.389971893705
1418,260.514971893705
1419,61.811846893704995
1420,248.020831268705
1421,581.311846893705
1422,87.327471893705
1423,134.046221893705
1424,390.468096893705
1425,541.944659393705
1426,350.927081268705
1427,45.757159393704995
1428,223.624346893705
1429,581.069659393705
1430,252.475909393705
1431,307.614581268705
1432,94.952471893705
1433,236.413409393705
1434,304.327471893705
1435,110.202471893705
1436,153.905596893705
1437,78.843096893705
1438,104.546221893705
1439,184.819659393705
1440,276.304034393705
1441,305.850909393705
1442,387.343096893705
1443,421.124346893705
1444,552.858721893705
1445,27.608721893704995
1446,140.788409393705
1447,388.374346893705
1448,278.264971893705
1449,273.139971893705
1450,322.608721893705
1451,128.944659393705
1452,90.343096893705
1453,206.483721893705
1454,45.327471893704995
1455,142.389971893705
1456,538.741534393705
1457,154.499346893705
1458,234.811846893705
